IDs,DIOs,DISs,DAOs,Precv,Pforw,Pdrop,Psent,Network,OF,Attack
7,4446,402,162,616,167,106,1366.0,Static,OF0,4
8,2142,753,182,561,64,148,1103.0,Static,OF0,4
9,3350,537,3537,130,18,201,1384.0,Mobile,OF0,4
1,4741,386,306,738,40,119,1511.0,Mobile,MRHOF,4
2,2036,311,104,195,45,178,1386.0,Mobile,OF0,4
12,3969,437,3367,268,55,227,1337.0,Mobile,MRHOF,4
13,4214,436,1736,413,33,162,1835.0,Mobile,OF0,4
14,4619,799,2603,734,180,256,2053.0,Static,OF0,4
6,2375,727,509,664,92,161,1945.0,Static,OF0,4
16,2351,708,2187,263,16,210,1128.0,Mobile,MRHOF,4
8,4508,733,3266,423,127,101,1037.0,Mobile,OF0,4
18,4196,974,567,735,237,119,,Mobile,OF0,4
19,4730,769,2397,621,138,164,2009.0,Mobile,MRHOF,4
20,4496,670,1585,281,68,196,1322.0,Mobile,OF0,4
21,2707,792,3402,697,21,227,,Static,OF0,4
1,4570,738,2030,655,99,175,2021.0,Static,MRHOF,4
2,2748,915,1162,539,79,270,1414.0,Mobile,MRHOF,4
3,4113,458,789,119,16,156,708.0,Mobile,OF0,4
4,2225,395,1814,351,14,244,950.0,Mobile,OF0,4
5,2793,647,3375,204,44,220,1068.0,Static,OF0,4
6,4124,669,1795,187,49,228,1046.0,Static,MRHOF,4
7,3571,986,2217,268,26,268,,Mobile,MRHOF,4
8,3760,456,3126,380,8,290,1160.0,Mobile,OF0,4
9,4676,930,2497,606,100,243,1900.0,Static,OF0,4
10,3033,255,2582,353,60,148,1165.0,Static,OF0,4
11,3961,811,1447,597,4,161,1630.0,Mobile,OF0,4
12,4841,953,1660,214,57,251,1372.0,Mobile,OF0,4
1,4618,331,2652,690,155,209,1432.0,Mobile,OF0,4
2,3770,652,1143,639,124,218,1518.0,Mobile,MRHOF,4
3,4643,245,3645,169,26,256,1135.0,Static,OF0,4
16,2972,884,3098,468,85,198,1863.0,Static,MRHOF,4
17,2054,956,3295,549,60,203,1483.0,Static,MRHOF,4
18,2126,638,290,397,43,210,1009.0,Mobile,MRHOF,4
19,3584,851,2679,495,134,215,1172.0,Static,MRHOF,4
8,2498,845,1499,733,195,199,2132.0,Mobile,OF0,4
21,3363,207,1565,396,67,286,1359.0,Mobile,MRHOF,4
10,2716,712,1586,759,102,240,1264.0,Mobile,OF0,4
11,4513,391,3857,359,54,167,1701.0,Static,MRHOF,4
12,2163,558,1132,303,85,253,,Mobile,OF0,4
1,3040,790,215,359,99,270,1010.0,Mobile,OF0,4
2,3257,749,214,134,38,210,773.0,Mobile,MRHOF,4
6,4475,461,1717,147,26,292,1111.0,Mobile,OF0,4
4,4330,736,2507,582,66,158,1725.0,Mobile,OF0,4
8,2567,871,771,173,29,249,1516.0,Mobile,OF0,4
9,3273,355,898,682,24,167,1597.0,Mobile,MRHOF,4
7,3230,276,173,373,81,205,1590.0,Static,MRHOF,4
11,3283,254,2695,696,22,193,1877.0,Static,OF0,4
12,2371,506,3480,770,74,236,1398.0,Static,MRHOF,4
13,3453,537,2212,395,25,262,1073.0,Static,OF0,4
11,2735,723,1064,641,41,219,1707.0,Static,OF0,4
12,2539,934,3027,101,17,277,1374.0,Static,OF0,4
16,2931,951,987,556,42,279,1733.0,Mobile,OF0,4
17,4541,407,579,553,30,123,1913.0,Mobile,MRHOF,4
18,3711,206,17,461,41,171,1749.0,Static,MRHOF,4
4,3236,911,3563,787,205,230,1898.0,Mobile,OF0,4
20,4309,251,615,778,171,203,1327.0,Mobile,OF0,4
6,4481,255,3418,601,50,253,1536.0,Mobile,OF0,4
7,3184,534,1588,200,32,100,1245.0,Static,OF0,4
8,2596,796,2689,244,1,134,1614.0,Static,OF0,4
9,2523,431,2067,783,123,173,1887.0,Mobile,OF0,4
10,2848,594,1562,491,162,141,1586.0,Mobile,OF0,4
5,2669,603,402,88,6,299,1496.0,Mobile,MRHOF,4
12,4754,315,1081,780,11,285,1680.0,Mobile,MRHOF,4
1,4735,766,2370,246,26,194,984.0,Static,MRHOF,4
2,4316,348,3630,374,90,127,1739.0,Mobile,OF0,4
9,3311,859,858,252,27,172,1308.0,Static,OF0,4
4,4184,765,2973,206,15,119,1161.0,Mobile,OF0,4
5,4833,868,804,470,50,293,1933.0,Static,OF0,4
6,2343,650,132,600,21,270,1347.0,Mobile,OF0,4
7,3277,585,2964,421,114,201,1108.0,Mobile,OF0,4
14,3251,394,3954,107,13,101,729.0,Static,MRHOF,4
15,2535,709,3434,766,149,176,1785.0,Static,MRHOF,4
10,2907,747,3373,740,107,243,1583.0,Mobile,MRHOF,4
17,3762,817,417,435,3,241,1857.0,Mobile,MRHOF,4
18,4967,322,1091,415,78,208,1532.0,Mobile,MRHOF,4
19,3977,381,969,66,3,181,913.0,Static,MRHOF,4
20,2569,524,3544,273,29,167,1470.0,Static,MRHOF,4
21,2175,583,3570,506,47,156,1347.0,Static,MRHOF,4
1,3745,915,1682,562,106,249,1938.0,Mobile,OF0,4
5,4350,633,3440,498,159,164,1105.0,Static,OF0,4
6,3576,665,1593,240,28,142,1663.0,Static,MRHOF,4
7,4254,251,2396,446,137,163,1111.0,Mobile,OF0,4
5,2574,253,1141,138,40,167,654.0,Static,MRHOF,4
6,4568,573,2056,185,41,264,1067.0,Static,MRHOF,4
10,4819,928,79,169,53,296,1378.0,Static,OF0,4
8,3237,418,3169,50,12,170,605.0,Static,MRHOF,4
12,4204,435,3203,465,145,273,1021.0,Mobile,OF0,4
1,2262,852,2670,339,85,215,1768.0,Mobile,MRHOF,4
2,2134,337,2146,706,15,134,1461.0,Mobile,OF0,4
12,3693,400,1195,131,11,244,1278.0,Mobile,MRHOF,4
4,3842,751,1475,574,62,193,1184.0,Mobile,OF0,4
5,4405,435,1717,80,24,278,1567.0,Static,MRHOF,4
15,3430,886,1398,666,84,209,1208.0,Mobile,MRHOF,4
16,3704,843,3422,240,12,218,1635.0,Mobile,OF0,4
17,2637,316,2493,293,95,135,1492.0,Mobile,OF0,4
18,2915,372,620,691,45,190,1967.0,Static,OF0,4
19,2271,651,1626,375,84,203,1233.0,Mobile,MRHOF,4
11,3401,611,3316,546,145,101,1975.0,Static,OF0,4
12,4371,535,2932,396,110,244,1152.0,Static,MRHOF,4
1,3132,315,2795,252,59,132,1319.0,Static,MRHOF,4
2,3242,463,3414,468,113,242,1486.0,Static,MRHOF,4
3,4159,578,1385,235,4,197,824.0,Mobile,MRHOF,4
4,3823,515,1300,657,34,287,1973.0,Mobile,OF0,4
5,3578,517,946,322,99,141,1691.0,Static,OF0,4
6,4070,703,805,535,79,179,1245.0,Static,MRHOF,4
7,4238,388,2465,637,157,137,1737.0,Mobile,MRHOF,4
8,3094,558,2117,391,51,177,1578.0,Static,OF0,4
9,2849,857,2599,364,38,252,1665.0,Static,MRHOF,4
10,4820,263,3479,102,1,206,1016.0,Mobile,MRHOF,4
11,3397,234,2793,318,10,151,1115.0,Mobile,OF0,4
12,2932,311,3546,286,78,101,1104.0,Mobile,OF0,4
1,2764,235,705,484,120,189,1687.0,Mobile,OF0,4
14,2381,408,2929,409,80,125,979.0,Static,OF0,4
15,2880,268,2318,289,4,145,1250.0,Mobile,MRHOF,4
16,4014,209,2878,119,22,253,674.0,Mobile,OF0,4
17,2680,919,3095,617,130,281,1928.0,Mobile,OF0,4
6,2281,574,3198,241,23,178,1691.0,Static,MRHOF,4
19,3373,701,2065,625,89,214,1211.0,Mobile,OF0,4
20,2928,541,1,290,4,266,1566.0,Mobile,MRHOF,4
21,2279,733,206,452,108,186,1558.0,Mobile,OF0,4
1,3815,721,136,231,69,178,1454.0,Static,MRHOF,4
2,3163,231,139,232,49,289,1338.0,Mobile,MRHOF,4
12,2410,935,2127,656,171,172,2051.0,Static,MRHOF,4
1,2880,733,2515,745,44,230,2077.0,Mobile,OF0,4
2,3694,391,2677,320,77,102,1558.0,Mobile,MRHOF,4
6,2650,590,159,357,67,122,1687.0,Mobile,OF0,4
7,3362,374,2233,54,16,141,578.0,Static,MRHOF,4
5,2949,430,3518,330,104,207,1094.0,Static,MRHOF,4
6,2435,587,143,724,38,201,1724.0,Static,OF0,4
10,4077,365,3541,742,19,250,1316.0,Static,OF0,4
8,3531,242,861,182,19,153,1052.0,Mobile,OF0,4
9,2416,840,2621,491,137,224,1671.0,Static,OF0,4
13,4054,458,784,559,94,218,2006.0,Mobile,MRHOF,4
14,3276,705,531,385,18,123,1033.0,Mobile,MRHOF,4
12,4577,522,2242,357,4,230,1548.0,Mobile,MRHOF,4
16,4499,806,977,81,2,167,1181.0,Static,MRHOF,4
2,3812,771,1584,392,110,171,893.0,Static,MRHOF,4
3,4395,943,2529,104,19,150,1194.0,Mobile,OF0,4
4,4529,837,3372,635,138,268,1582.0,Static,OF0,4
20,3455,317,2791,758,80,107,1935.0,Mobile,OF0,4
21,4224,667,174,596,74,166,1273.0,Static,OF0,4
1,4977,425,1755,514,156,207,1774.0,Static,MRHOF,4
2,3201,550,2182,771,109,154,,Static,OF0,4
9,2456,622,2395,517,164,135,,Static,MRHOF,4
10,3627,425,132,345,3,211,1536.0,Mobile,OF0,4
11,3930,581,673,156,28,186,957.0,Mobile,MRHOF,4
6,4318,646,256,317,85,223,1138.0,Mobile,MRHOF,4
7,3262,993,1152,553,82,261,1897.0,Static,OF0,4
8,3514,781,2736,707,168,233,,Mobile,OF0,4
3,4462,306,3579,260,81,140,1297.0,Mobile,OF0,4
4,4766,506,3901,616,111,143,1335.0,Static,MRHOF,4
5,2412,613,2293,315,34,276,1269.0,Static,MRHOF,4
12,3188,281,1965,350,55,185,1811.0,Static,OF0,4
7,4757,497,1594,116,30,242,1181.0,Mobile,OF0,4
8,2795,883,1211,719,185,218,1892.0,Static,MRHOF,4
15,2268,964,3958,442,34,215,1502.0,Static,MRHOF,4
10,3154,522,208,73,3,106,973.0,Mobile,MRHOF,4
11,2963,913,777,664,113,196,1461.0,Mobile,OF0,4
12,2786,216,3668,722,9,220,1985.0,Mobile,OF0,4
19,4073,874,1577,686,63,272,1753.0,Static,OF0,4
2,3839,483,2195,419,115,152,996.0,Static,MRHOF,4
3,4058,325,2477,488,35,171,1267.0,Static,OF0,4
1,2072,909,2542,52,7,283,835.0,Mobile,MRHOF,4
5,2828,552,17,696,209,244,1770.0,Mobile,MRHOF,4
3,3058,247,393,499,12,121,1321.0,Static,MRHOF,4
7,2162,817,252,630,89,299,1223.0,Static,MRHOF,4
8,4996,800,3850,243,6,130,844.0,Mobile,OF0,4
9,2092,929,722,702,223,180,1887.0,Static,MRHOF,4
10,4609,262,3070,569,83,120,1689.0,Static,OF0,4
8,4560,817,1247,517,170,133,1565.0,Mobile,MRHOF,4
12,4469,933,320,62,13,142,957.0,Static,MRHOF,4
1,4727,961,1351,550,12,296,1999.0,Static,OF0,4
11,4867,830,3475,358,41,270,1815.0,Mobile,MRHOF,4
12,4454,289,1017,160,47,203,703.0,Mobile,OF0,4
13,4747,704,2444,123,21,193,1303.0,Mobile,OF0,4
5,4955,793,2066,790,118,218,2227.0,Mobile,OF0,4
6,4405,288,1648,206,62,143,951.0,Static,OF0,4
16,4948,297,3944,253,77,292,1206.0,Static,OF0,4
8,3859,965,2679,709,188,169,2072.0,Mobile,MRHOF,4
18,2051,848,1471,794,180,218,1505.0,Mobile,MRHOF,4
19,2323,480,2210,216,70,107,1020.0,Static,OF0,4
20,3346,436,1954,736,232,103,1772.0,Static,OF0,4
12,2257,614,559,542,95,209,1189.0,Mobile,OF0,4
1,2454,375,3665,147,19,150,1417.0,Static,MRHOF,4
2,4777,337,665,613,66,266,1193.0,Static,MRHOF,4
3,3512,704,598,627,128,158,1249.0,Static,MRHOF,4
4,3060,423,1712,547,3,212,1787.0,Mobile,OF0,4
5,4058,510,2925,656,203,150,1779.0,Mobile,MRHOF,4
6,4256,822,129,255,58,279,1272.0,Mobile,MRHOF,4
7,4093,501,2587,288,9,102,1669.0,Mobile,OF0,4
8,2921,898,1161,406,19,124,1472.0,Static,OF0,4
9,3111,831,2232,790,241,128,1452.0,Static,OF0,4
10,4539,601,1212,671,187,191,1205.0,Mobile,OF0,4
11,4272,421,3795,289,78,123,1717.0,Mobile,OF0,4
12,4923,476,1419,648,70,221,1839.0,Mobile,OF0,4
1,4594,848,2911,482,95,200,1958.0,Mobile,MRHOF,4
2,2618,683,2223,420,122,122,1562.0,Mobile,OF0,4
15,2151,758,3021,313,18,202,1585.0,Mobile,OF0,4
16,4460,524,2887,254,72,291,1202.0,Static,MRHOF,4
17,2360,384,3884,93,24,152,942.0,Mobile,MRHOF,4
18,2357,967,2198,370,105,111,1069.0,Mobile,MRHOF,4
7,3835,670,1517,549,138,179,1183.0,Static,MRHOF,4
8,4289,919,3707,783,107,195,2102.0,Static,MRHOF,4
21,2552,528,3103,132,19,213,1010.0,Mobile,OF0,4
10,4510,803,3453,693,94,146,2089.0,Static,MRHOF,4
11,3705,543,3534,331,63,198,873.0,Mobile,MRHOF,4
12,3618,998,2488,688,135,150,2092.0,Static,MRHOF,4
1,2679,354,1863,278,31,111,994.0,Mobile,OF0,4
5,2296,349,1854,482,30,160,1147.0,Static,MRHOF,4
3,2964,372,3345,275,0,261,,Static,OF0,4
4,3195,253,2115,239,0,206,1423.0,Mobile,OF0,4
5,2010,541,2210,356,104,141,1525.0,Static,MRHOF,4
6,2818,598,3511,105,14,190,1054.0,Mobile,OF0,4
10,4029,650,1,441,19,192,1783.0,Static,OF0,4
11,4884,812,2351,565,11,299,1452.0,Static,MRHOF,4
12,4291,672,578,601,168,180,1931.0,Mobile,OF0,4
13,4069,921,3989,53,3,156,1272.0,Mobile,OF0,4
11,3215,262,240,782,206,159,1486.0,Mobile,OF0,4
12,2416,521,850,281,47,269,850.0,Static,OF0,4
1,4597,243,3514,686,193,128,1832.0,Mobile,OF0,4
17,2161,529,2969,504,21,121,1658.0,Mobile,OF0,4
3,3177,381,3600,127,8,121,890.0,Static,MRHOF,4
4,4680,952,1651,433,75,201,1519.0,Mobile,MRHOF,4
5,3702,378,2887,533,18,262,1523.0,Static,MRHOF,4
21,4595,295,2990,590,84,105,1713.0,Static,OF0,4
7,3939,330,95,563,12,157,1835.0,Static,OF0,4
8,4824,496,3465,412,34,291,1266.0,Mobile,OF0,4
3,4442,276,109,437,144,142,1180.0,Mobile,MRHOF,4
10,2580,220,3633,334,24,157,1096.0,Mobile,MRHOF,4
11,3557,360,2273,253,40,195,813.0,Static,OF0,4
6,4833,940,716,681,22,292,1286.0,Mobile,MRHOF,4
1,3178,469,3128,333,69,267,1028.0,Mobile,OF0,4
2,3109,789,1631,530,124,109,1117.0,Mobile,OF0,4
9,3261,314,606,374,26,201,1204.0,Static,OF0,4
4,2384,863,1987,303,26,161,986.0,Mobile,MRHOF,4
11,3301,818,1453,401,100,149,1357.0,Static,MRHOF,4
12,3230,517,3622,370,118,153,1694.0,Static,OF0,4
13,3538,754,2543,469,148,184,1221.0,Static,OF0,4
14,2827,588,3696,654,76,124,1806.0,Mobile,OF0,4
15,2174,946,1207,170,35,207,1242.0,Mobile,OF0,4
16,4515,432,1597,408,1,229,1224.0,Static,OF0,4
17,2025,697,2549,229,52,102,1709.0,Static,OF0,4
18,2034,924,2519,359,51,134,971.0,Static,MRHOF,4
1,4903,865,10,229,50,286,1700.0,Static,MRHOF,4
20,2991,371,158,432,10,167,1075.0,Static,MRHOF,4
3,3434,849,3753,75,2,147,1368.0,Mobile,OF0,4
1,2041,571,2459,269,21,283,,Mobile,MRHOF,4
5,3303,341,3436,670,214,241,1962.0,Mobile,OF0,4
6,4142,772,2431,182,27,213,,Static,OF0,4
7,4370,385,33,239,2,196,1513.0,Static,OF0,4
5,3829,548,377,172,44,166,1293.0,Static,MRHOF,4
6,3829,217,1814,474,5,232,1636.0,Mobile,OF0,4
7,4047,698,1665,575,171,210,1147.0,Static,MRHOF,4
8,3531,793,2542,61,18,129,1183.0,Mobile,MRHOF,4
12,3773,997,223,734,170,152,1725.0,Mobile,OF0,4
1,4624,647,2494,695,36,113,1773.0,Mobile,MRHOF,4
2,2265,753,2708,570,82,109,1135.0,Mobile,OF0,4
3,2992,712,2310,319,99,264,1530.0,Mobile,MRHOF,4
4,2548,875,3309,397,33,124,1709.0,Static,OF0,4
14,3039,236,414,251,22,209,811.0,Mobile,OF0,4
15,2018,901,1159,320,58,135,1353.0,Mobile,OF0,4
7,2060,261,2239,356,9,185,1304.0,Mobile,OF0,4
8,3512,635,1791,500,31,229,1223.0,Mobile,OF0,4
9,3815,685,3294,515,68,242,1810.0,Static,OF0,4
19,3987,243,3188,79,25,227,1378.0,Mobile,OF0,4
11,2896,483,1366,226,30,267,1436.0,Mobile,OF0,4
12,2062,625,1762,787,257,118,2010.0,Static,OF0,4
1,4809,459,976,152,28,123,903.0,Static,MRHOF,4
2,2702,215,523,366,72,121,1815.0,Static,OF0,4
3,2891,326,326,195,53,128,1213.0,Mobile,OF0,4
4,4337,973,1210,125,8,235,1091.0,Static,MRHOF,4
5,4294,588,1074,703,189,193,1421.0,Mobile,MRHOF,4
6,4192,481,990,526,137,151,2002.0,Mobile,OF0,4
7,4415,801,1520,298,27,106,1085.0,Static,OF0,4
8,2916,713,194,129,36,267,815.0,Mobile,MRHOF,4
9,4700,449,2260,771,157,295,1617.0,Static,MRHOF,4
10,3758,325,3044,513,44,126,1715.0,Mobile,OF0,4
11,3731,231,1440,148,38,141,1416.0,Mobile,MRHOF,4
12,3197,488,2339,251,49,275,1681.0,Mobile,MRHOF,4
13,2269,466,3746,369,121,162,1273.0,Static,OF0,4
2,4977,740,848,487,18,291,1553.0,Mobile,OF0,4
15,4918,857,1776,90,4,148,1134.0,Static,OF0,4
4,3298,702,3087,274,29,283,916.0,Mobile,OF0,4
5,3898,727,1325,330,98,255,903.0,Mobile,MRHOF,4
18,2161,315,1972,560,105,211,1302.0,Static,MRHOF,4
7,4964,687,537,71,8,174,652.0,Mobile,OF0,4
8,2301,640,499,314,89,176,1263.0,Mobile,OF0,4
9,3013,765,1054,247,4,248,1110.0,Mobile,OF0,4
10,2262,831,338,734,152,188,1906.0,Static,OF0,4
2,3864,858,3289,138,20,283,1462.0,Mobile,OF0,4
3,4884,885,2823,370,56,221,1264.0,Static,MRHOF,4
4,3298,886,654,266,64,205,1618.0,Mobile,MRHOF,4
5,4024,475,1574,416,81,163,1231.0,Mobile,OF0,4
6,4208,797,2817,372,28,160,1211.0,Mobile,MRHOF,4
7,2909,999,3175,411,4,197,1784.0,Mobile,MRHOF,4
8,3331,578,740,220,35,208,1267.0,Static,MRHOF,4
6,3762,878,2447,461,43,209,1613.0,Static,OF0,4
10,2797,722,453,459,58,214,1936.0,Mobile,OF0,4
11,3462,344,2169,435,101,158,1087.0,Static,MRHOF,4
12,4624,210,1541,385,110,207,1366.0,Static,OF0,4
10,2603,666,69,663,55,267,2088.0,Static,OF0,4
11,3588,220,1741,591,135,148,1520.0,Static,MRHOF,4
12,2221,479,3848,285,80,277,1474.0,Static,OF0,4
16,4935,221,1395,494,66,293,1254.0,Mobile,MRHOF,4
2,2723,985,3995,585,73,153,1701.0,Static,MRHOF,4
3,4007,478,3158,652,181,170,1679.0,Mobile,MRHOF,4
4,2445,712,2240,215,61,203,1653.0,Mobile,OF0,4
20,4345,843,3434,165,4,125,702.0,Static,MRHOF,4
21,3857,968,78,648,74,121,1232.0,Mobile,MRHOF,4
7,4048,921,3585,357,91,111,1515.0,Static,MRHOF,4
2,4394,294,307,147,13,285,1504.0,Static,MRHOF,4
9,4270,593,2196,539,139,114,1424.0,Mobile,MRHOF,4
4,2626,250,1013,701,74,189,1950.0,Static,MRHOF,4
5,4537,625,248,328,97,205,1298.0,Mobile,MRHOF,4
12,2151,652,1316,778,19,155,1761.0,Mobile,OF0,4
7,3039,908,2237,296,63,292,1536.0,Mobile,OF0,4
2,3461,215,1036,298,54,178,1410.0,Mobile,OF0,4
3,3265,629,2147,135,0,275,1031.0,Mobile,OF0,4
4,2706,690,3944,118,8,150,,Static,OF0,4
5,4326,837,641,169,41,204,1247.0,Static,MRHOF,4
12,3437,704,3409,126,20,270,943.0,Mobile,OF0,4
13,2974,948,2954,492,108,186,1828.0,Mobile,MRHOF,4
8,4376,650,1508,436,126,191,1748.0,Mobile,MRHOF,4
9,3216,312,3201,378,115,240,1453.0,Mobile,MRHOF,4
16,3632,895,1702,660,74,295,1478.0,Mobile,OF0,4
17,2007,251,563,339,76,195,1335.0,Static,MRHOF,4
18,2550,347,3970,793,258,104,1376.0,Mobile,OF0,4
1,3233,674,2897,445,28,171,1033.0,Mobile,MRHOF,4
20,2742,823,1505,96,26,112,1361.0,Mobile,OF0,4
3,2947,888,665,223,43,246,740.0,Mobile,OF0,4
1,2558,433,1216,524,24,267,1909.0,Static,OF0,4
2,2117,379,953,183,9,195,1038.0,Mobile,OF0,4
6,2184,426,2777,462,26,165,1072.0,Static,OF0,4
7,2911,541,783,274,45,228,864.0,Static,MRHOF,4
5,3981,351,642,283,37,194,1739.0,Mobile,MRHOF,4
6,4929,590,1742,405,94,175,1324.0,Static,MRHOF,4
7,4138,619,2929,213,47,267,,Static,OF0,4
8,3041,481,205,256,82,181,1292.0,Mobile,OF0,4
12,2721,623,2048,324,36,264,1280.0,Mobile,MRHOF,4
1,4354,844,3944,155,40,295,785.0,Mobile,OF0,4
2,4075,645,3187,155,5,226,1639.0,Mobile,OF0,4
12,4088,701,3294,630,18,126,1462.0,Static,OF0,4
13,4589,586,3415,475,137,166,1373.0,Static,MRHOF,4
5,3410,809,3931,320,3,120,954.0,Static,OF0,4
6,3981,647,2938,138,35,181,1094.0,Static,MRHOF,4
16,2562,851,3497,139,0,231,771.0,Mobile,OF0,4
17,3293,575,770,621,19,152,1126.0,Static,MRHOF,4
18,3305,723,1383,226,47,243,1588.0,Static,MRHOF,4
10,3307,433,1757,775,122,117,1637.0,Mobile,MRHOF,4
20,4818,834,1238,216,39,225,1631.0,Static,OF0,4
12,3600,543,625,173,36,115,697.0,Mobile,MRHOF,4
1,4824,728,636,327,25,124,984.0,Mobile,MRHOF,4
2,3535,798,3056,516,118,184,1701.0,Mobile,OF0,4
3,3846,588,790,57,2,231,694.0,Static,OF0,4
4,3750,258,3608,303,5,100,1151.0,Mobile,MRHOF,4
5,3542,397,2323,632,52,101,1309.0,Static,MRHOF,4
6,4855,331,2847,323,4,203,1620.0,Mobile,MRHOF,4
7,3410,325,3309,656,174,207,1363.0,Mobile,OF0,4
8,3774,506,2766,475,95,209,1841.0,Static,MRHOF,4
9,2171,573,3699,420,98,268,1571.0,Mobile,MRHOF,4
10,4710,957,2872,290,16,179,879.0,Static,OF0,4
11,4965,815,2215,569,24,141,1457.0,Static,MRHOF,4
12,2127,280,1964,557,184,240,1917.0,Mobile,OF0,4
13,4731,554,3735,658,134,248,,Mobile,OF0,4
2,4248,384,1802,458,33,293,1911.0,Mobile,OF0,4
3,4029,761,3168,227,55,211,759.0,Static,OF0,4
4,3725,450,3361,780,197,128,2038.0,Mobile,MRHOF,4
17,3194,288,2849,511,16,196,1466.0,Static,MRHOF,4
18,2485,264,2712,340,102,100,1795.0,Static,MRHOF,4
19,4452,939,994,299,74,152,,Static,MRHOF,4
8,4767,971,2498,660,11,218,1843.0,Static,MRHOF,4
21,3231,300,210,356,114,121,990.0,Static,MRHOF,4
1,4021,548,1258,148,35,273,1249.0,Mobile,MRHOF,4
2,2307,757,2197,94,27,140,1116.0,Mobile,OF0,4
3,2977,792,3392,628,68,154,,Static,MRHOF,4
4,4242,581,3531,507,93,287,1555.0,Static,OF0,4
2,4867,975,3815,736,29,146,1854.0,Mobile,MRHOF,4
3,3587,828,1977,483,62,243,1965.0,Static,MRHOF,4
7,2044,985,183,535,163,209,1566.0,Static,MRHOF,4
5,4838,567,3527,210,43,138,1392.0,Mobile,MRHOF,4
9,4985,273,1048,500,81,274,1461.0,Static,MRHOF,4
7,2315,777,1341,428,90,230,1641.0,Mobile,OF0,4
8,4368,827,3852,658,133,157,2032.0,Mobile,OF0,4
9,4618,252,688,142,45,281,828.0,Static,MRHOF,4
13,4019,215,145,436,66,199,1688.0,Static,OF0,4
11,2741,575,2443,538,5,278,2003.0,Static,MRHOF,4
12,2779,524,3555,202,50,287,,Mobile,OF0,4
16,2442,213,3189,673,188,146,1851.0,Static,MRHOF,4
2,4571,631,130,200,31,246,775.0,Static,OF0,4
3,4747,352,3888,115,10,245,1295.0,Static,OF0,4
4,4659,749,2134,388,7,272,1319.0,Mobile,MRHOF,4
20,4461,511,1488,79,24,157,690.0,Mobile,OF0,4
21,2344,986,2664,216,30,238,1358.0,Static,OF0,4
7,2913,239,7,292,66,277,1409.0,Static,OF0,4
2,4202,287,436,295,35,269,1080.0,Mobile,MRHOF,4
9,3510,385,241,425,47,106,1059.0,Static,MRHOF,4
4,2727,762,3195,680,187,260,1394.0,Static,MRHOF,4
5,2170,384,580,510,80,248,1286.0,Mobile,OF0,4
12,3055,330,1400,273,52,243,1003.0,Mobile,OF0,4
7,4154,834,231,229,9,177,1205.0,Static,OF0,4
2,2594,386,3732,561,122,275,1422.0,Mobile,OF0,4
9,4652,889,3857,487,19,275,1736.0,Mobile,OF0,4
4,3244,789,426,485,41,276,1934.0,Static,MRHOF,4
11,4688,925,2783,218,55,235,1051.0,Mobile,MRHOF,4
12,2654,495,2895,315,46,210,1278.0,Mobile,MRHOF,4
13,3040,293,475,767,213,134,1862.0,Mobile,MRHOF,4
14,3956,348,1303,494,80,288,,Mobile,OF0,4
9,3769,979,3166,267,42,293,1212.0,Mobile,OF0,4
10,3815,525,2538,90,5,131,1156.0,Mobile,MRHOF,4
17,3362,659,2917,68,3,128,1310.0,Static,MRHOF,4
12,4134,852,2807,704,114,154,2196.0,Mobile,MRHOF,4
19,4434,538,1218,268,55,172,1232.0,Static,MRHOF,4
2,2241,319,1795,631,206,191,1508.0,Mobile,MRHOF,4
21,4506,714,2955,471,35,102,1059.0,Mobile,OF0,4
1,4653,472,1029,384,59,103,1553.0,Static,OF0,4
5,4515,735,3262,498,39,139,1280.0,Static,OF0,4
3,4089,775,1952,84,13,229,1029.0,Static,OF0,4
7,3666,683,725,284,77,285,869.0,Mobile,MRHOF,4
8,3039,817,1414,705,27,184,2025.0,Mobile,MRHOF,4
9,4036,510,3854,80,20,156,1180.0,Mobile,OF0,4
7,3155,396,727,714,1,136,1683.0,Static,MRHOF,4
8,4048,871,1174,673,216,169,1825.0,Mobile,MRHOF,4
12,2269,540,2190,539,23,250,1778.0,Static,MRHOF,4
10,4982,674,3442,790,1,295,2262.0,Static,MRHOF,4
2,3887,201,524,326,85,283,1519.0,Static,MRHOF,4
12,4662,665,3376,693,57,198,1920.0,Mobile,OF0,4
13,3278,731,567,546,154,246,1896.0,Mobile,MRHOF,4
5,4983,560,2504,681,40,120,1974.0,Mobile,MRHOF,4
15,2671,353,3831,651,151,272,1560.0,Mobile,OF0,4
16,3512,641,1827,618,31,252,1590.0,Static,MRHOF,4
17,4899,495,3703,753,88,135,1289.0,Mobile,OF0,4
9,2877,811,191,191,49,230,703.0,Static,OF0,4
10,2171,203,3147,305,74,235,1169.0,Static,OF0,4
11,3628,697,1233,675,111,243,,Static,OF0,4
12,2082,270,1160,154,38,254,667.0,Mobile,OF0,4
1,2903,887,3792,413,134,277,1796.0,Static,MRHOF,4
2,4521,974,3752,523,90,184,1568.0,Mobile,OF0,4
3,2999,664,2658,709,109,118,1958.0,Mobile,MRHOF,4
4,4093,270,3948,95,14,103,643.0,Mobile,MRHOF,4
5,3187,320,871,523,31,127,1223.0,Static,OF0,4
6,4991,948,3418,318,49,219,1147.0,Mobile,OF0,4
7,4683,489,2004,87,24,205,765.0,Mobile,MRHOF,4
8,2336,666,2795,553,150,120,1084.0,Mobile,OF0,4
